"t","rebekah","daniel","zhuoxiansheng","sylvia","zhirui","hao","joanne","sebastian"
1,0.113514407493825,2.05925603817823,0.134533951415138,0.220351232493196,0.558086534334607,-0.173327440550326,0.690784515640696,-0.898877642082308
2,-1.17668751576947,-0.338430241664041,0.460066375192365,1.85438324486779,-0.169955710481098,0.827661571299991,0.363463339219095,-2.78323437255262
3,0.179106908153541,-1.43024286348993,1.04842051049164,-1.62087036400697,-0.752332070832096,1.0803932379643,-1.32054175935305,-4.24510783871906
4,1.21768909609507,-1.29385576418581,2.06837227314805,1.50713452840665,-1.42872445523036,0.164213071476021,-0.124940578912233,-4.57789974423114
5,-0.562092506972443,1.02753190070492,2.09616424370827,-0.409934679660521,-0.751721341814192,-0.27869335422973,0.387090889216992,-3.19977622448773
6,1.15345752686564,-0.0974604074763184,1.52202180577716,0.0572112646952114,-1.47538373705168,-1.0379864485152,1.13812555468252,-1.37638830635797
7,-1.82638190520628,1.27788552947802,0.0503216453430131,-0.726922535401553,-1.52400260540107,-1.63120938417846,-0.377525785684481,-0.672946712452888
8,0.481351564784353,0.0243012879625709,-1.26428336722966,1.45504600850427,0.125487363484019,-0.781050072577731,-0.806778056116499,-1.71302844006826
9,0.160962294896546,0.267485719453959,-0.0603763991067971,1.43418968311803,0.439747523832969,-0.867505276153236,0.38531914433061,-2.17938934952552
10,-0.616306352222484,0.89750966880827,-0.468085021511058,-0.9054548971589,-0.16459358463261,-0.970101982273326,-0.726087217554576,-1.45422778683684
11,1.07655282108735,-1.3263186953749,-0.807722927846349,2.64202766602638,0.830871999717832,0.0486840322553825,-0.580464613822226,-0.769812765471584
12,-1.90247988414575,-1.84118468266679,-1.8916603752188,-0.833743456609496,2.42285225193554,0.250770856438895,0.725466481963559,-0.400300564953334
13,2.76387188592015,-1.72100007017479,-0.113781179127964,-0.429646760111831,2.58137221541684,0.106433228727841,0.229337186820765,-1.8350737513491
14,-3.04322073356893,0.257072126078899,0.471270189159489,1.19015819867002,1.49023476864154,0.269648097402771,0.246926763837086,-2.14502444123987
15,1.44748891991522,-2.10965803727716,-0.574687237247044,-3.32614818392066,-0.829506064859232,0.970236026906193,-0.075639843327951,-1.76643037371532
16,-1.11933450418783,-2.96875666929173,0.0343747282172274,1.71493863573051,-0.53934203732098,0.185559484839531,-0.822537630220545,-3.00330045386725
17,-0.708051765455859,-1.13623210073424,-0.188829738570057,-1.82902141794265,-1.92332430056355,0.220611123508641,-1.1635164806546,-1.53328880335153
18,0.804569963029016,-1.88030426356202,-0.306124908491872,1.86607679485414,-0.481984277264794,0.297293855969126,0.0679170645258352,-1.70546431044164
19,0.638167234442738,-3.62886818813549,-1.70446301409799,0.0597778696053244,2.39959107776243,-0.757792349437221,-0.660171906585772,-3.61379812806079
20,-2.02736961814874,-1.18228789497584,-0.101754842210829,0.544839547837263,1.70304876241344,-0.627353335184871,0.233252822195895,-3.45515448110953
21,0.271208325679101,-0.31845440419041,2.05490817202533,-0.819979477162788,0.302612595040438,-0.337192949385452,-1.40787764578344,-1.78534625182862
22,0.681759528160963,-1.53819417062349,0.347941512838125,-0.751783591395356,-0.680397621534136,-1.66900457302726,-0.102145270742269,-1.06666795779565
23,-1.06112715902827,-0.0143062504996626,-1.13064698518725,-0.498028664974609,-1.53388398039351,-1.93029143160643,1.05914104134616,-0.931936738889647
24,0.241993399486869,1.73485193584293,-0.246228045968624,-0.173883475452682,-1.56262836328833,-0.8522804240852,0.94441860017332,-0.466279701506759
25,0.199162167742792,1.01939548228361,-0.432119091502268,-0.507906052262743,-0.890445269828033,1.5950113404438,-0.301433839821031,0.316301796007259
26,0.25050304618843,-0.394983711557674,1.49336912718093,0.0177268190835566,-0.659506919255095,0.677408468204227,0.731350318484914,0.994493808576601
27,1.20417764128626,-0.0451965825700065,0.661646486341748,-0.0412684342390316,-0.841352589245276,1.32119490353258,-0.219030032565216,1.30527562801467
28,-1.43517456023941,0.646276186421012,-0.730680824445957,-0.876774456877274,-0.256853355900458,0.919507298149523,0.452355277638798,2.66205333765256
29,0.96395034392783,0.540297944149697,2.05274720475239,1.58228909799945,0.14046052749178,-0.705975596236609,-0.687552591011509,3.55016714993477
30,-0.304332135320311,0.509378534177934,0.561279501127449,-0.495118039707964,2.19370245993069,0.542349085873528,1.17351020224212,4.72922204441799
31,-1.71912912978883,-1.30749003048742,-0.642702357887201,0.990697151150406,2.25324426616789,0.176947295472482,0.420681648482849,4.11591120748225
32,1.32216505945033,-1.89100210616147,1.14713210947246,-0.165742380169605,0.837325846866406,-0.378010481739924,-2.96889693033146,2.72461207429523
33,2.54365564701043,0.278516334196791,-0.165973916750212,1.34332940314974,0.75558597807627,-1.48028099508745,-0.992311580335913,2.46386881574135
34,0.358705560051245,1.62066750341826,1.16387241611148,-1.31518899248034,1.12479780664235,-1.82054370186367,1.29247464455865,2.51035856552919
35,-2.93346313801804,0.979815654265028,1.89031657297344,0.0892527666907366,0.0905171530640669,-1.60452510245875,-0.611581487735683,2.23886594849542
36,0.880422872741121,0.636424597127874,2.32966010280142,-0.740306803306968,0.246708216509914,-0.619775471963419,-0.350864163345508,2.49532171182488
37,0.618236106929024,-1.08232466459404,2.17696167236097,1.02677216178444,0.286341086130084,-1.96133284211486,1.21521863540415,3.34059388242248
38,0.46200311755577,-0.0221950350863193,1.02408224034621,-0.503146705379769,1.53457150673455,-0.539591694596615,-0.0138768863875307,3.19589584245035
39,-1.27106156512226,1.75057897678646,0.3789172412149,0.114789283027661,0.40634658793236,-1.89673265602355,-0.169060943972403,2.05263411904399
40,-0.768984435837968,1.63010952819143,0.883370143067021,0.813323578643287,0.254575272437139,-1.92918240680198,-2.02564144932861,3.87523284167905
41,1.8640875829566,-0.01773052562057,0.443141458120792,-1.77476528251755,1.69639349960979,-1.32994200562784,-0.964497114642411,3.51845463982791
42,-1.5347719851811,-0.629451205317648,0.896721955390085,1.83571763948265,1.92749467989214,-1.02066120581882,0.889369503641003,1.48210477614339
43,-1.96356560338537,0.664798535575774,0.783330624741952,-1.20891422594559,0.626924537219883,-0.877251546899797,-1.50586183535147,-1.43269133038718
44,2.76523247257774,0.627779832836405,1.56634816950499,0.0891218377757226,0.949028426532294,-0.491617401083667,0.800576437750229,-3.03528862819194
45,0.241039161969438,1.9007967459405,0.70111829474539,1.65580767438962,2.47694882657321,-0.327346844114248,0.300834401563488,-0.632109443789611
46,-1.27862960858745,1.38135829085612,-0.273892779904728,-1.52475914157436,2.62153247962916,0.683666048524,0.867221705647682,0.00471006103493815
47,-1.10748402399006,0.404410523976642,-1.1769378872651,2.32035533472169,0.892459791136366,0.024225929972326,0.537836521663153,-0.789555657945043
48,1.91390087194095,0.353109412906295,-0.448564541404044,-1.6481785321042,0.136147196505234,-0.00298693919607439,-0.254799803885665,0.0599470582617613
49,2.12632840065593,0.551072558244831,0.749246482206685,-0.713160424196655,0.122875868804216,0.0892303678950169,1.30941679786356,1.21477356536066
